advertisement.publication_date,advertisement.complete,advertiser.name,enslaved_person.gender,enslaved_person_languages.does_speak,enslaver.fullname,enslaver.gender,enslaver.type,newspaper.name,runaway.ran_before,runaway.profess_freedom,runaway_enslavers.enslaver_status,runaway_reward.amount,newspaper_location.city,newspaper_location.state,enslaver_location.city,enslaver_location.state,advertisement.id,advertiser.id,newspaper.id,newspaper_location.id,runaway_event.id,runaway.id,enslaved_person.id,enslaved_person_languages.id,runaway_enslavers.id,enslaver.id,enslaver_location.id,runaway_reward.id
1778-11-26,false,"",FEMALE,"",Elizabeth Symonds,FEMALE,current,The Massachusetts Spy,"","","",20, ,US-MA,Danvers,"",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,bbf277f0-9b58-45e4-aba9-88165b61ce4a,0c2f381c-2ba5-4883-b772-6c1cc8b42930,"",0a358088-13dc-4d12-b751-69877d1a6123,1805a2dd-97e9-451c-ae32-02ca51e39d04,2495b3d0-ecf1-4aa4-a50f-7fc64a064b64,e91d0d18-0ed7-4202-ab7f-78fa3aaae37c
1778-11-26,false,"",MALE,"",Joseph Briant,MALE,current,The Massachusetts Spy,"","","",5, ,US-MA,"","",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,be5a0525-ca8f-4d0b-812d-3c49c2d1ee84,ef26c741-8427-4075-ae7f-f0cb5b8195a0,"",6726231a-555a-45d0-874f-45724d53c584,3b5689dd-c498-46d6-8b83-ddc431e4f604,"",cc8b13e8-a568-4fab-9f15-0d06999ea7af
1778-11-26,false,"",FEMALE,"",Elizabeth Symonds,FEMALE,current,The Massachusetts Spy,"","","","", ,US-MA,Danvers,"",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,45502e43-d671-469d-9a49-0b7afda49039,4f35ea0b-d30a-4d44-9c7b-02a37613fd70,"",01e59430-7e1e-411e-b214-b628efb4986e,1805a2dd-97e9-451c-ae32-02ca51e39d04,2495b3d0-ecf1-4aa4-a50f-7fc64a064b64,""
1778-11-26,false,"",MALE,"",Samuel Gerrish,MALE,current,The Massachusetts Spy,"","","",5, ,US-MA,Newbury,US-MA,086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,be5a0525-ca8f-4d0b-812d-3c49c2d1ee84,ef26c741-8427-4075-ae7f-f0cb5b8195a0,"",1d07b936-4658-4eb6-b9b5-8184a15c6c3f,4e89e52a-5b67-4a84-ba94-57495d3f725b,14659722-588f-4549-9725-01650efc470a,cc8b13e8-a568-4fab-9f15-0d06999ea7af
1778-11-26,false,"",MALE,"",Elizabeth Symonds,FEMALE,current,The Massachusetts Spy,"","","",5, ,US-MA,Danvers,"",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,1d0a92b0-6dc9-4208-a0d5-bff39c87f18d,8b1a131c-e28a-4a15-b5b3-f532cc0ac7ae,"",e99b5adb-3d3b-46b8-beab-74c861915fc6,1805a2dd-97e9-451c-ae32-02ca51e39d04,2495b3d0-ecf1-4aa4-a50f-7fc64a064b64,436d1f7c-7f35-4c66-8d1e-851586e116fa
1778-11-26,false,"",MALE,"",Elizabeth Symonds,FEMALE,current,The Massachusetts Spy,"","","",15, ,US-MA,Danvers,"",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,1d0a92b0-6dc9-4208-a0d5-bff39c87f18d,8b1a131c-e28a-4a15-b5b3-f532cc0ac7ae,"",e99b5adb-3d3b-46b8-beab-74c861915fc6,1805a2dd-97e9-451c-ae32-02ca51e39d04,2495b3d0-ecf1-4aa4-a50f-7fc64a064b64,315bd6f9-6a22-49da-891f-1b1a4f9c8ff4
1778-11-26,false,"",FEMALE,"",Joseph Briant,MALE,current,The Massachusetts Spy,"","","",20, ,US-MA,"","",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,bbf277f0-9b58-45e4-aba9-88165b61ce4a,0c2f381c-2ba5-4883-b772-6c1cc8b42930,"",f1ba5756-6c48-4469-8bea-812e2079d081,3b5689dd-c498-46d6-8b83-ddc431e4f604,"",e91d0d18-0ed7-4202-ab7f-78fa3aaae37c
1778-11-26,false,"",MALE,"",Elizabeth Symonds,FEMALE,current,The Massachusetts Spy,"","","","", ,US-MA,Danvers,"",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,9b325eeb-97f9-4e8c-992c-664ba5e4c715,247eecfa-b43a-48b1-8798-e55c78ad027b,"",fe44bbd4-7566-4621-bd39-def2a83c055a,1805a2dd-97e9-451c-ae32-02ca51e39d04,2495b3d0-ecf1-4aa4-a50f-7fc64a064b64,""
1778-11-26,false,"",MALE,true,Joseph Briant,MALE,current,The Massachusetts Spy,"","","",10, ,US-MA,"","",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,0f5e1973-0aa3-4dd9-98cb-0d90abc94ccb,2ec2aa79-7da6-430a-a978-0ff25c86a08f,350db06c-12f6-4131-b656-d735a8d7f3fd,d24b8207-49d1-446d-858b-40dce317cdc2,3b5689dd-c498-46d6-8b83-ddc431e4f604,"",ab40ffad-f52d-4754-a187-1500839f8034
1778-11-26,false,"",MALE,"",Elizabeth Symonds,FEMALE,current,The Massachusetts Spy,"","","",20, ,US-MA,Danvers,"",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,649e6a41-6c74-468f-9130-ed3531c2d1b3,9d710674-5cb6-4d99-a350-e97782c377f6,"",83729cbb-c32e-4680-a40c-a7e976f274e7,1805a2dd-97e9-451c-ae32-02ca51e39d04,2495b3d0-ecf1-4aa4-a50f-7fc64a064b64,38aabd59-16a2-472a-855f-483c768f42ae
1778-11-26,false,"",FEMALE,"",Joseph Briant,MALE,current,The Massachusetts Spy,"","","","", ,US-MA,"","",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,45502e43-d671-469d-9a49-0b7afda49039,4f35ea0b-d30a-4d44-9c7b-02a37613fd70,"",20c60563-be43-4394-8589-294a901f17f8,3b5689dd-c498-46d6-8b83-ddc431e4f604,"",""
1778-11-26,false,"",MALE,"",Joseph Briant,MALE,current,The Massachusetts Spy,"","","",20, ,US-MA,"","",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,b3f72e2d-72c5-4aa9-b94d-c5b0eb840682,4ef1d03a-19be-486a-a5df-fd945d4a90f7,"",76f703e4-1767-48bc-8998-8b769e513ec3,3b5689dd-c498-46d6-8b83-ddc431e4f604,"",62d81432-dcbb-4328-ad8e-17bfe2bd80ef
1778-11-26,false,"",MALE,true,Elizabeth Symonds,FEMALE,current,The Massachusetts Spy,"","","","", ,US-MA,Danvers,"",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,adc9bee0-4e8d-4f3d-983d-e56fb8d0909e,fe5398b6-12de-480c-83bf-fc5bb2e476c1,989ea5ae-2b6a-4e14-b121-547f3adce767,d3d6c12f-3597-4978-be38-d27a9b1bfc35,1805a2dd-97e9-451c-ae32-02ca51e39d04,2495b3d0-ecf1-4aa4-a50f-7fc64a064b64,""
1778-11-26,false,"",MALE,"",Elizabeth Symonds,FEMALE,current,The Massachusetts Spy,"","","","", ,US-MA,Danvers,"",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,6bd6940b-4d1d-43af-84a4-d2577a6ecdc0,0b750939-5f75-4ea5-8365-e6d1cb0df68e,"",876480e7-c6af-4c49-a607-c47636accc4a,1805a2dd-97e9-451c-ae32-02ca51e39d04,2495b3d0-ecf1-4aa4-a50f-7fc64a064b64,""
1778-11-26,false,"",MALE,"",Levi Allen,MALE,current,The Massachusetts Spy,"","","",20, ,US-MA,"",US-NY,086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,3bc13b50-8835-4414-8cbe-7e793fbded0c,e9e9e02b-e278-4503-990b-b97a95965eec,"",bb4512f8-6544-4eb2-a49f-88f4e4fc84b8,f385fceb-7b4f-4597-9d85-de6e0d46fe03,f3b4c3a5-94e7-419e-a463-e8ab2e3eeaf6,2c1544c4-feab-4835-824f-fe6c260fed59
1778-11-26,false,"",NOT_PROVIDED,"",Elizabeth Symonds,FEMALE,current,The Massachusetts Spy,"","","","", ,US-MA,Danvers,"",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,b69fc15e-578b-4bed-8720-21f661aa77dd,fef28302-d930-4f29-8091-fd3555d44b80,"",48c7b67c-c019-4d81-81ff-0cfc21fffa58,1805a2dd-97e9-451c-ae32-02ca51e39d04,2495b3d0-ecf1-4aa4-a50f-7fc64a064b64,""
1778-11-26,false,"",MALE,true,Elizabeth Symonds,FEMALE,current,The Massachusetts Spy,"","","",15, ,US-MA,Danvers,"",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,395607d0-115a-4541-9065-e5bc38eb5356,50d9db05-8e17-4962-ac68-b2e4fef7ff6a,3e010139-e340-4658-bdb4-4d7d8cf86249,65552544-7749-49d3-8519-56867ba9a55b,1805a2dd-97e9-451c-ae32-02ca51e39d04,2495b3d0-ecf1-4aa4-a50f-7fc64a064b64,b198b869-93e0-4859-a965-720c914948bc
1778-11-26,false,"",MALE,true,Elizabeth Symonds,FEMALE,current,The Massachusetts Spy,"","","",5, ,US-MA,Danvers,"",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,395607d0-115a-4541-9065-e5bc38eb5356,50d9db05-8e17-4962-ac68-b2e4fef7ff6a,3e010139-e340-4658-bdb4-4d7d8cf86249,65552544-7749-49d3-8519-56867ba9a55b,1805a2dd-97e9-451c-ae32-02ca51e39d04,2495b3d0-ecf1-4aa4-a50f-7fc64a064b64,63da843a-1627-494a-b4a8-111dc17c4db4
1778-11-26,false,"",MALE,"",Esther Morris,FEMALE,current,The Massachusetts Spy,"","","",20, ,US-MA,New Haven,US-CT,086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,3bc13b50-8835-4414-8cbe-7e793fbded0c,e9e9e02b-e278-4503-990b-b97a95965eec,"",1220bb6c-c405-488e-bbe4-dd4dce110482,b4cc3ce4-2e0b-4ed4-960d-72b6a5847519,c223a8ab-af3b-40fc-b4ec-063281d56952,2c1544c4-feab-4835-824f-fe6c260fed59
1778-11-26,false,"",MALE,"",Elizabeth Symonds,FEMALE,current,The Massachusetts Spy,"","","",20, ,US-MA,Danvers,"",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,3bc13b50-8835-4414-8cbe-7e793fbded0c,e9e9e02b-e278-4503-990b-b97a95965eec,"",59667e7a-c597-4c6f-9744-827f04840433,1805a2dd-97e9-451c-ae32-02ca51e39d04,2495b3d0-ecf1-4aa4-a50f-7fc64a064b64,2c1544c4-feab-4835-824f-fe6c260fed59
1778-11-26,false,"",FEMALE,"",Elizabeth Symonds,FEMALE,current,The Massachusetts Spy,"","","","", ,US-MA,Danvers,"",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,f01e8168-53f6-4d5a-a94f-dacb03c966e4,d65fdf8a-de13-4702-9e20-29099920b03b,"",4105ae9e-e327-4006-b3c6-1657beabdaa4,1805a2dd-97e9-451c-ae32-02ca51e39d04,2495b3d0-ecf1-4aa4-a50f-7fc64a064b64,""
1778-11-26,false,"",MALE,"",Isaac Bradish,MALE,current,The Massachusetts Spy,"","","",5, ,US-MA,Cambridge,US-MA,086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,be5a0525-ca8f-4d0b-812d-3c49c2d1ee84,ef26c741-8427-4075-ae7f-f0cb5b8195a0,"",c4769d24-50f5-43ba-a597-2adb695bf653,55324509-e101-4219-be76-0e11c6e5e28a,faf921dd-6b71-4bc3-bebc-226bb38fbf1e,cc8b13e8-a568-4fab-9f15-0d06999ea7af
1778-11-26,false,"",FEMALE,"",Samuel Gerrish,MALE,current,The Massachusetts Spy,"","","",20, ,US-MA,Newbury,US-MA,086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,bbf277f0-9b58-45e4-aba9-88165b61ce4a,0c2f381c-2ba5-4883-b772-6c1cc8b42930,"",e6945ac1-864c-4340-8b0e-f823d13e1bf6,4e89e52a-5b67-4a84-ba94-57495d3f725b,14659722-588f-4549-9725-01650efc470a,e91d0d18-0ed7-4202-ab7f-78fa3aaae37c
1778-11-26,false,"",MALE,"",Joseph Briant,MALE,current,The Massachusetts Spy,"","","","", ,US-MA,"","",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,6bd6940b-4d1d-43af-84a4-d2577a6ecdc0,0b750939-5f75-4ea5-8365-e6d1cb0df68e,"",1626d01b-aa9b-4b78-933b-10319e2ecb13,3b5689dd-c498-46d6-8b83-ddc431e4f604,"",""
1778-11-26,false,"",MALE,"",Elizabeth Symonds,FEMALE,current,The Massachusetts Spy,"","","",15, ,US-MA,Danvers,"",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,06d6d4d5-7a4f-4abf-bf13-8f5e40634c07,a99357f8-b76a-4dec-9913-41aa3bcbe23a,"",de6f41f5-e9b9-4b0e-8331-b1a2ddceb599,1805a2dd-97e9-451c-ae32-02ca51e39d04,2495b3d0-ecf1-4aa4-a50f-7fc64a064b64,6b352a98-074d-415b-9f45-942064a89e84
1778-11-26,false,"",MALE,"",Joseph Briant,MALE,current,The Massachusetts Spy,"","","",5, ,US-MA,"","",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,1d0a92b0-6dc9-4208-a0d5-bff39c87f18d,8b1a131c-e28a-4a15-b5b3-f532cc0ac7ae,"",73a60289-971f-4889-86a7-0b4a39c85432,3b5689dd-c498-46d6-8b83-ddc431e4f604,"",436d1f7c-7f35-4c66-8d1e-851586e116fa
1778-11-26,false,"",MALE,"",Joseph Briant,MALE,current,The Massachusetts Spy,"","","",15, ,US-MA,"","",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,1d0a92b0-6dc9-4208-a0d5-bff39c87f18d,8b1a131c-e28a-4a15-b5b3-f532cc0ac7ae,"",73a60289-971f-4889-86a7-0b4a39c85432,3b5689dd-c498-46d6-8b83-ddc431e4f604,"",315bd6f9-6a22-49da-891f-1b1a4f9c8ff4
1778-11-26,false,"",MALE,true,Samuel Gerrish,MALE,current,The Massachusetts Spy,"","","",10, ,US-MA,Newbury,US-MA,086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,0f5e1973-0aa3-4dd9-98cb-0d90abc94ccb,2ec2aa79-7da6-430a-a978-0ff25c86a08f,350db06c-12f6-4131-b656-d735a8d7f3fd,6a114880-cef0-42ec-a3d1-de62d618b0a5,4e89e52a-5b67-4a84-ba94-57495d3f725b,14659722-588f-4549-9725-01650efc470a,ab40ffad-f52d-4754-a187-1500839f8034
1778-11-26,false,"",MALE,"",Joseph Briant,MALE,current,The Massachusetts Spy,"","","",20, ,US-MA,"","",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,649e6a41-6c74-468f-9130-ed3531c2d1b3,9d710674-5cb6-4d99-a350-e97782c377f6,"",24e2d380-0793-4a5f-b077-c813648525bd,3b5689dd-c498-46d6-8b83-ddc431e4f604,"",38aabd59-16a2-472a-855f-483c768f42ae
1778-11-26,false,"",MALE,true,Joseph Briant,MALE,current,The Massachusetts Spy,"","","","", ,US-MA,"","",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,adc9bee0-4e8d-4f3d-983d-e56fb8d0909e,fe5398b6-12de-480c-83bf-fc5bb2e476c1,989ea5ae-2b6a-4e14-b121-547f3adce767,be9f0684-d056-47c6-b779-d05569703b37,3b5689dd-c498-46d6-8b83-ddc431e4f604,"",""
1778-11-26,false,"",MALE,"",Samuel Gerrish,MALE,current,The Massachusetts Spy,"","","",20, ,US-MA,Newbury,US-MA,086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,b3f72e2d-72c5-4aa9-b94d-c5b0eb840682,4ef1d03a-19be-486a-a5df-fd945d4a90f7,"",632d99a9-9bad-4b5e-b768-6f606e007154,4e89e52a-5b67-4a84-ba94-57495d3f725b,14659722-588f-4549-9725-01650efc470a,62d81432-dcbb-4328-ad8e-17bfe2bd80ef
1778-11-26,false,"",MALE,"",Joseph Briant,MALE,current,The Massachusetts Spy,"","","",20, ,US-MA,"","",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,3bc13b50-8835-4414-8cbe-7e793fbded0c,e9e9e02b-e278-4503-990b-b97a95965eec,"",eb01d55f-969f-4631-addc-e9e774340fdf,3b5689dd-c498-46d6-8b83-ddc431e4f604,"",2c1544c4-feab-4835-824f-fe6c260fed59
1778-11-26,false,"",MALE,true,Joseph Briant,MALE,current,The Massachusetts Spy,"","","",15, ,US-MA,"","",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,395607d0-115a-4541-9065-e5bc38eb5356,50d9db05-8e17-4962-ac68-b2e4fef7ff6a,3e010139-e340-4658-bdb4-4d7d8cf86249,a38bb5c2-6abe-4da1-a072-8ac349d16451,3b5689dd-c498-46d6-8b83-ddc431e4f604,"",b198b869-93e0-4859-a965-720c914948bc
1778-11-26,false,"",MALE,true,Joseph Briant,MALE,current,The Massachusetts Spy,"","","",5, ,US-MA,"","",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,395607d0-115a-4541-9065-e5bc38eb5356,50d9db05-8e17-4962-ac68-b2e4fef7ff6a,3e010139-e340-4658-bdb4-4d7d8cf86249,a38bb5c2-6abe-4da1-a072-8ac349d16451,3b5689dd-c498-46d6-8b83-ddc431e4f604,"",63da843a-1627-494a-b4a8-111dc17c4db4
1778-11-26,false,"",MALE,"",Joseph Briant,MALE,current,The Massachusetts Spy,"","","","", ,US-MA,"","",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,9b325eeb-97f9-4e8c-992c-664ba5e4c715,247eecfa-b43a-48b1-8798-e55c78ad027b,"",4602c3d9-6c8d-4120-81d1-77a21134f05e,3b5689dd-c498-46d6-8b83-ddc431e4f604,"",""
1778-11-26,false,"",NOT_PROVIDED,"",Joseph Briant,MALE,current,The Massachusetts Spy,"","","","", ,US-MA,"","",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,b69fc15e-578b-4bed-8720-21f661aa77dd,fef28302-d930-4f29-8091-fd3555d44b80,"",4debee96-5cbf-4a72-acd9-d0d5829a58f5,3b5689dd-c498-46d6-8b83-ddc431e4f604,"",""
1778-11-26,false,"",FEMALE,"",Samuel Gerrish,MALE,current,The Massachusetts Spy,"","","","", ,US-MA,Newbury,US-MA,086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,45502e43-d671-469d-9a49-0b7afda49039,4f35ea0b-d30a-4d44-9c7b-02a37613fd70,"",03547558-682b-4847-9d5c-724d7ef60868,4e89e52a-5b67-4a84-ba94-57495d3f725b,14659722-588f-4549-9725-01650efc470a,""
1778-11-26,false,"",MALE,"",Samuel Gerrish,MALE,current,The Massachusetts Spy,"","","",5, ,US-MA,Newbury,US-MA,086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,1d0a92b0-6dc9-4208-a0d5-bff39c87f18d,8b1a131c-e28a-4a15-b5b3-f532cc0ac7ae,"",9dfd732f-96bd-4cb7-8f45-af3caa01b145,4e89e52a-5b67-4a84-ba94-57495d3f725b,14659722-588f-4549-9725-01650efc470a,436d1f7c-7f35-4c66-8d1e-851586e116fa
1778-11-26,false,"",MALE,"",Samuel Gerrish,MALE,current,The Massachusetts Spy,"","","",15, ,US-MA,Newbury,US-MA,086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,1d0a92b0-6dc9-4208-a0d5-bff39c87f18d,8b1a131c-e28a-4a15-b5b3-f532cc0ac7ae,"",9dfd732f-96bd-4cb7-8f45-af3caa01b145,4e89e52a-5b67-4a84-ba94-57495d3f725b,14659722-588f-4549-9725-01650efc470a,315bd6f9-6a22-49da-891f-1b1a4f9c8ff4
1778-11-26,false,"",MALE,"",Samuel Gerrish,MALE,current,The Massachusetts Spy,"","","","", ,US-MA,Newbury,US-MA,086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,6bd6940b-4d1d-43af-84a4-d2577a6ecdc0,0b750939-5f75-4ea5-8365-e6d1cb0df68e,"",7b60bbb4-1bea-4bea-a377-7a5b27111fa7,4e89e52a-5b67-4a84-ba94-57495d3f725b,14659722-588f-4549-9725-01650efc470a,""
1778-11-26,false,"",MALE,"",Francis Foxcroft,MALE,current,The Massachusetts Spy,"","","",5, ,US-MA,"","",086d979d-28f4-48cc-b068-fd4e1a1abdcd,"",1ea49d0c-d405-4f45-a798-457d4b374ed7,3e8eac54-91e7-4f3f-ab9e-3bf2905eefe5,87373ad7-17cf-405a-8f52-2d661cf79c0e,be5a0525-ca8f-4d0b-812d-3c49c2d1ee84,ef26c741-8427-4075-ae7f-f0cb5b8195a0,"",803511d3-567b-47d4-a679-2c1fad39cc0b,66b72ad7-7a05-4010-827f-f2d5e8db6010,"",cc8b13e8-a568-4fab-9f15-0d06999ea7af
